student_id,dai_so_tuyen_tinh,giai_tich,kien_truc_may_tinh,lap_trinh_python_co_ban,cau_truc_du_lieu_va_giai_thuat,co_so_ky_thuat_lap_trinh,mang_may_tinh,co_so_tham_my,thiet_ke_do_hoa_co_ban,thiet_ke_web_co_ban,phap_luat_dai_cuong,ky_nang_mem,tieng_anh_tang_cuong,giao_duc_the_chat_1,giao_duc_the_chat_2,giao_duc_the_chat_3,do_an_1,do_hoa_vector,hinh_hoa,thiet_ke_dan_trang,thiet_ke_do_hoa_nang_cao,tieng_anh_1,vat_ly_ky_thuat
10121912,7.4,8.0,8.0,6.2,7.6,7.3,6.5,8.3,6.8,7.5,6.9,8.6,5.5,9,7,7.0,7.7,7.0,7.0,7.5,7.0,8.6,6.4
10121170,7.0,4.9,6.5,6.9,7.4,7.9,6.9,5.8,7.0,6.8,6.5,8.1,1.0,7,7,6.0,8.8,8.5,5.8,7.3,6.8,7.1,6.7
10121595,7.5,5.8,6.5,7.5,6.3,7.6,6.4,6.5,7.5,7.3,7.4,8.9,1.5,9,8,9.0,6.4,8.3,7.0,6.5,7.5,8.7,5.1
10121203,8.0,4.8,6.0,6.2,0.0,7.9,7.0,7.3,7.3,7.0,8.0,8.1,2.0,8,7,8.0,7.5,5.5,7.3,7.0,7.0,7.4,7.1
10121184,5.5,4.2,7.8,5.5,0.0,6.4,6.5,5.0,5.8,2.0,7.2,8.4,1.0,7,6,6.0,6.5,7.3,5.3,5.5,6.5,6.4,5.8
12521068,7.3,7.9,8.8,8.4,7.4,8.5,7.0,7.8,7.0,9.5,6.9,9.3,2.0,9,8,6.0,8.2,7.8,7.5,7.8,8.5,7.5,7.0
10121727,6.0,5.2,6.5,7.2,7.0,7.0,5.9,7.3,6.5,7.0,6.9,9.3,2.5,7,8,9.0,7.8,6.0,7.5,7.5,8.0,6.2,6.7
10121162,7.0,4.3,8.3,8.8,6.7,7.0,6.4,6.5,7.3,6.5,8.3,8.9,2.5,7,8,8.0,7.3,7.8,6.8,8.3,7.8,7.6,6.4
10121090,7.3,5.9,7.5,6.5,6.8,7.3,6.2,7.3,7.3,7.0,6.5,8.1,2.0,9,8,8.0,7.2,7.5,6.8,6.5,6.5,7.0,6.9
10121957,7.8,6.2,8.3,8.0,6.5,8.8,7.0,7.8,7.0,8.6,7.3,9.0,3.5,7,8,8.0,7.4,8.3,8.3,8.0,8.8,7.0,7.4
12521106,6.9,7.2,9.0,7.4,6.9,7.7,7.3,7.3,8.3,8.5,6.4,9.4,7.0,9,7,6.0,8.0,7.5,9.0,8.0,7.8,7.9,7.1
10121741,7.3,7.0,4.8,6.4,7.0,7.3,7.4,7.0,7.8,5.8,6.3,9.4,3.0,8,9,8.0,6.9,7.3,6.5,7.3,7.0,6.9,7.9
10121750,7.7,7.2,7.0,5.7,6.4,7.4,6.4,7.3,7.0,7.5,7.0,9.3,3.5,7,8,7.0,2.8,6.5,6.3,7.3,7.5,7.1,7.4
10121382,8.4,4.5,7.0,7.7,5.4,5.8,5.5,6.9,5.8,7.0,7.0,8.6,5.0,0,7,6.0,6.9,7.5,6.0,8.0,5.5,6.5,6.1
10621254,7.5,6.4,6.3,8.3,6.8,5.8,6.9,6.9,6.5,5.8,8.5,8.9,2.0,8,9,9.0,2.5,6.0,6.3,5.5,6.3,6.3,2.8
10121570,5.7,6.8,6.8,7.9,6.0,5.5,4.4,6.8,6.3,5.0,4.3,8.8,1.0,7,7,6.0,0.0,7.5,5.3,6.5,7.3,6.8,6.4
10121780,7.4,7.8,5.8,6.3,5.8,7.0,7.2,7.5,6.5,6.3,5.7,9.1,0.0,8,7,7.0,6.0,6.8,7.3,7.5,7.0,5.6,7.9
10121796,7.8,5.5,8.3,6.8,5.8,7.2,7.4,7.0,7.3,7.9,5.2,9.2,2.5,6,7,8.0,8.4,8.8,7.3,8.3,7.5,6.5,8.5
10121798,7.3,7.7,7.5,8.2,6.4,7.4,7.5,7.5,7.0,7.0,6.7,9.1,2.5,9,8,6.0,7.9,8.0,8.5,8.3,7.3,5.5,7.5
10121112,7.5,6.4,8.3,8.7,6.3,7.1,6.5,6.8,7.5,5.3,6.3,8.9,2.0,6,9,7.0,6.0,6.3,6.0,7.3,7.3,6.3,7.3
10121812,6.8,6.7,6.3,6.0,6.2,6.7,5.7,6.7,6.3,6.3,5.9,8.7,7.5,7,7,0.0,7.7,6.0,7.3,7.3,6.3,7.2,1.7
10121821,6.8,8.1,8.0,7.3,6.9,7.8,7.0,7.4,7.3,10.0,7.0,9.0,0.0,6,9,8.0,8.8,7.3,6.8,6.5,7.3,7.1,6.5
10121832,7.3,6.7,4.5,5.8,6.0,7.4,6.8,6.0,7.3,5.8,7.3,9.0,5.0,6,7,5.0,6.7,6.0,6.5,8.3,5.8,6.2,6.9
10121014,8.2,7.3,7.5,8.6,6.2,5.5,4.3,7.3,6.8,2.0,8.0,8.0,1.0,8,9,6.0,6.9,7.8,6.5,6.5,7.3,6.0,7.7
10121842,7.8,6.8,6.0,6.2,4.3,7.6,6.2,7.0,7.0,5.8,6.9,9.1,3.0,7,7,6.0,6.0,7.5,7.0,7.3,6.5,6.1,7.7
10121845,6.5,6.8,5.8,5.7,5.4,6.5,6.4,7.0,7.8,7.3,5.2,9.2,1.0,7,8,6.0,6.8,8.0,6.0,7.3,4.8,6.2,6.7
10121857,8.0,8.2,5.0,6.7,5.5,8.1,6.8,7.8,6.5,8.8,6.4,9.5,2.0,6,8,8.0,7.5,6.8,6.3,7.3,7.0,7.2,7.1
10121359,8.0,5.0,6.3,8.3,7.4,6.4,0.0,7.1,6.8,2.0,8.0,8.1,3.5,7,7,7.0,2.5,5.8,6.0,6.5,7.0,6.0,1.0
10121111,5.6,5.5,3.3,8.2,6.4,5.3,4.0,7.0,5.3,1.5,5.5,8.0,3.0,6,8,6.0,6.8,5.5,6.0,5.5,6.8,6.1,6.5
10121874,6.9,6.6,6.5,5.2,6.9,6.6,6.5,7.3,7.0,7.0,6.9,9.4,0.0,7,8,6.0,7.3,7.3,6.3,6.5,6.3,6.5,6.9
10121876,5.3,6.7,8.3,7.0,7.4,7.9,5.7,6.8,7.3,4.0,8.0,9.1,3.5,7,9,6.0,7.8,8.0,6.3,5.5,6.5,6.5,6.9
10121973,6.7,7.9,9.0,6.9,6.8,7.7,8.2,7.3,7.8,6.5,8.2,9.4,2.5,9,8,7.0,8.5,8.5,8.3,7.5,7.0,6.3,8.2
10121887,7.3,5.7,4.5,3.5,5.3,7.0,5.5,7.3,6.5,6.5,4.5,9.3,0.0,8,7,9.0,7.3,6.3,7.5,6.5,6.0,6.5,7.1
10121116,7.3,7.7,6.8,3.9,7.0,8.2,7.0,7.5,7.0,5.0,8.3,8.9,2.0,8,8,8.0,7.0,7.0,5.8,6.5,7.5,7.0,6.3
10121323,9.3,7.2,7.5,8.8,5.5,6.5,0.0,0.0,7.0,2.0,7.5,8.3,1.0,8,8,6.0,2.0,7.8,7.0,6.5,7.0,6.1,7.9
10121213,7.4,6.8,6.8,6.8,6.5,6.3,5.0,7.7,7.5,5.5,7.5,9.1,1.0,6,8,6.0,8.0,5.5,5.0,5.5,6.0,6.7,6.9
10121100,8.8,5.8,8.3,8.0,7.9,7.0,0.0,6.8,7.0,5.0,7.8,9.1,2.5,8,8,7.0,8.0,6.8,5.0,8.3,8.3,7.0,7.6
10121907,8.5,9.0,8.5,7.0,7.9,9.5,7.8,7.5,8.0,9.3,7.5,9.2,6.0,8,8,5.0,7.9,8.3,7.5,8.3,8.5,8.2,8.5
10121960,9.8,9.9,8.8,8.4,7.0,6.5,3.9,7.8,7.0,2.8,8.0,9.6,1.5,8,8,10.0,7.7,8.5,7.5,7.8,8.3,6.8,7.4
10121097,6.6,6.9,8.0,6.5,6.9,6.0,0.0,6.0,7.3,6.5,6.3,9.2,1.0,8,8,8.0,6.7,6.8,4.5,5.5,6.0,6.6,6.5
10121956,7.0,7.1,8.3,7.3,5.4,5.6,6.2,7.5,7.0,6.5,6.8,9.3,2.5,8,8,7.0,6.3,6.0,5.8,7.5,6.8,6.1,7.7
10122013,7.8,7.0,7.5,5.5,5.3,6.5,6.4,6.5,7.4,5.8,7.0,8.3,7.0,8,7,7.0,7.3,7.3,6.3,6.0,5.9,7.4,7.3
10122051,9.1,8.4,8.8,6.5,7.2,6.1,5.8,8.5,8.0,7.3,7.5,8.9,7.5,9,6,9.0,8.3,7.8,7.7,7.5,8.2,8.0,8.5
10122075,7.6,6.5,6.8,7.2,5.7,6.1,6.6,6.8,8.0,6.3,7.0,8.7,6.5,7,6,7.0,7.0,7.0,7.6,6.3,7.8,7.3,7.1
10122082,6.2,7.6,8.0,7.5,7.9,7.9,7.2,7.8,8.3,8.8,8.4,8.6,6.5,9,7,9.0,8.0,8.0,7.3,7.8,8.8,8.1,6.7
10122106,7.7,7.9,9.0,6.7,5.5,8.2,6.9,8.5,7.8,6.8,6.9,8.4,6.5,6,7,6.0,7.0,6.3,8.4,8.5,7.4,7.0,8.3
10122108,7.3,8.3,7.8,7.2,6.7,5.8,7.1,7.8,6.3,6.5,7.7,8.3,6.5,9,7,8.0,7.3,6.5,7.3,7.0,6.7,7.0,6.3
10122112,8.9,8.9,7.8,6.8,7.6,7.8,6.9,7.3,8.0,8.0,7.8,8.7,6.5,9,6,9.0,8.3,7.3,7.8,7.8,8.4,7.3,7.4
10122132,6.3,8.4,7.3,6.9,5.6,5.3,6.9,9.3,7.3,8.2,8.0,9.0,7.5,7,7,9.0,8.0,7.5,8.4,7.5,7.5,8.1,7.6
10122133,6.0,8.7,8.0,6.5,7.4,8.3,6.0,8.0,7.0,8.3,7.8,8.0,6.5,8,9,9.0,7.5,8.5,7.5,8.3,8.0,6.9,8.7
10122136,7.2,0.3,6.3,5.9,5.4,1.0,6.1,0.0,5.5,6.3,6.5,8.4,6.5,7,8,7.0,5.0,7.5,7.1,6.5,6.3,8.7,6.6
10122143,7.7,7.3,8.5,7.2,5.9,6.3,6.5,8.0,7.5,6.0,6.8,8.8,7.0,8,8,6.0,6.8,8.3,7.0,6.5,6.7,6.6,7.0
10122203,8.4,8.8,9.0,8.3,7.7,9.5,7.7,7.3,7.0,8.3,8.8,8.5,6.5,8,7,9.0,7.9,7.8,7.3,6.8,7.2,6.9,7.2
10122220,8.8,7.4,9.3,7.3,5.3,6.3,6.6,6.0,6.8,7.8,6.8,8.4,7.0,7,4,8.0,6.8,6.8,8.4,6.5,7.0,8.1,9.1
10122231,7.2,7.9,8.8,7.5,7.0,6.8,7.5,7.3,7.5,6.8,7.8,8.5,8.0,9,6,6.0,7.7,7.3,7.2,7.5,7.2,7.9,7.3
10122236,6.5,7.5,6.0,6.5,5.4,5.0,6.4,5.8,7.5,7.0,7.3,8.0,6.5,9,6,6.0,5.4,6.5,6.3,7.0,5.7,5.7,8.1
10122255,5.8,7.2,6.8,6.8,6.5,6.8,5.4,5.5,7.0,5.0,6.8,8.2,7.0,8,6,6.0,6.9,6.3,6.4,6.8,5.8,7.4,8.7
10122257,7.3,7.0,7.3,5.9,6.3,6.9,5.7,5.5,6.5,5.0,7.8,8.3,8.5,8,5,7.0,7.9,6.0,7.0,6.5,6.5,6.3,8.3
10122275,6.8,7.3,6.8,6.4,6.0,9.0,5.9,6.3,6.5,8.3,7.4,8.2,6.5,9,7,6.0,7.7,6.8,6.0,7.3,6.9,7.3,6.8
10122425,8.6,5.8,7.5,5.7,7.1,7.4,6.0,7.8,7.5,8.2,7.0,8.5,7.0,8,8,8.0,6.3,7.8,8.8,7.8,7.9,5.2,6.2
10122309,7.5,7.7,6.0,6.9,6.8,7.3,7.1,6.0,7.0,6.8,8.5,8.4,6.5,8,9,6.0,7.4,6.5,7.9,7.5,8.2,4.9,7.1
10122318,7.5,6.3,6.0,7.0,6.2,7.9,7.2,6.3,7.7,5.8,7.1,8.4,7.0,8,6,7.0,8.0,8.5,6.0,6.0,6.5,7.1,6.1
10122320,8.9,6.3,6.3,5.2,7.9,1.5,7.1,5.3,5.5,5.5,6.9,8.2,4.5,7,7,6.0,6.8,7.0,6.3,6.3,5.9,7.5,7.8
10122321,8.2,9.6,7.0,7.2,7.7,7.8,7.8,7.5,8.5,8.5,7.5,8.5,7.0,8,8,7.0,9.0,8.8,6.2,8.5,8.0,8.2,7.7
10122322,9.3,6.4,7.0,5.5,8.5,6.0,7.4,6.3,5.8,5.5,6.4,8.9,6.5,8,7,7.0,7.0,7.7,6.3,7.5,7.3,6.9,6.3
10122323,7.3,6.9,7.5,7.0,5.7,7.1,5.6,6.8,6.3,5.3,7.0,8.7,7.0,8,6,7.0,7.4,9.0,8.4,6.8,7.2,7.0,7.3
10122334,7.3,7.5,6.5,7.0,5.0,6.0,5.8,8.0,5.8,7.8,7.3,8.9,6.5,7,7,7.0,6.7,7.2,6.7,6.5,6.2,6.8,6.4
10122356,7.2,7.3,7.0,8.4,5.9,6.0,7.6,6.3,6.8,7.5,8.0,9.2,6.5,8,9,8.0,8.0,7.9,5.7,8.5,8.2,7.5,7.4
10122365,6.7,6.1,6.3,5.5,6.6,8.2,6.4,7.3,7.5,7.0,7.4,8.3,6.5,8,5,8.0,7.4,8.0,7.3,8.0,7.4,7.2,7.1
10122391,7.5,7.8,6.8,6.5,6.1,5.0,6.4,7.0,7.3,6.4,7.4,8.0,7.5,10,7,8.0,6.5,7.3,6.5,6.0,6.3,6.5,7.6
10122401,6.8,8.9,8.0,6.8,7.2,7.5,6.6,6.5,7.8,6.8,8.8,8.1,7.0,8,8,8.0,7.4,8.7,7.7,7.0,6.8,6.7,6.2
10122406,8.7,6.7,6.5,6.9,8.0,7.4,5.6,5.8,5.8,5.5,6.0,8.0,6.5,9,6,7.0,7.3,6.9,5.3,6.5,6.2,7.2,3.4
10122409,6.7,7.3,7.3,6.0,5.8,6.0,6.0,6.5,6.5,6.3,7.8,8.2,7.0,9,8,8.0,7.5,7.0,5.9,8.8,6.5,6.5,5.8
10122414,7.3,8.3,6.5,5.8,6.1,7.0,5.8,6.8,7.0,6.3,8.5,8.4,8.0,8,8,6.0,7.9,8.3,7.3,7.3,7.2,6.3,8.9
10122416,9.4,5.8,9.3,6.5,5.6,7.5,6.6,5.5,7.0,7.3,6.8,8.4,7.0,7,8,7.0,7.7,6.8,6.3,7.0,6.8,4.9,8.6
10122423,8.3,5.8,6.3,7.2,7.0,6.0,6.4,7.0,7.8,6.0,7.2,8.2,7.5,6,7,7.0,7.3,7.2,7.7,7.3,7.7,8.1,7.0
10122002,7.8,6.4,6.8,6.9,6.2,6.9,7.8,7.5,7.5,5.0,7.5,8.2,6.5,8,9,8.0,7.0,6.4,6.3,8.3,7.5,6.8,7.4
10122016,7.5,7.0,7.0,6.3,8.2,6.9,7.1,7.5,7.2,6.8,6.0,8.1,6.5,8,8,6.0,7.0,7.0,6.9,6.8,6.5,6.6,6.2
10122028,8.5,8.5,5.0,5.8,8.6,5.5,7.8,7.8,6.5,7.5,7.2,8.2,6.5,4,9,7.0,6.4,7.0,7.8,0.0,5.8,6.8,7.6
10122039,7.4,7.9,7.0,6.9,6.9,6.1,7.2,8.8,7.5,5.5,7.5,8.7,6.5,9,7,8.0,7.3,7.8,7.2,8.0,7.8,7.3,7.6
10122054,7.2,8.4,6.0,7.7,6.4,5.8,7.5,6.5,7.8,7.3,7.3,8.4,7.5,9,8,9.0,7.7,7.8,7.4,7.5,8.7,7.2,7.7
10122062,6.4,5.9,5.8,6.5,5.2,6.1,6.6,7.0,7.0,7.8,6.8,8.6,7.0,7,7,7.0,6.8,6.2,7.0,6.5,6.4,7.8,7.1
10122080,8.0,8.3,7.3,5.0,5.4,5.5,5.8,6.0,5.4,5.5,7.6,7.8,5.0,8,8,9.0,6.0,7.7,5.8,5.0,6.3,6.5,8.5
10122113,9.3,9.1,7.8,5.8,7.0,7.0,8.7,6.8,6.8,7.3,8.0,8.0,7.5,8,8,8.0,8.0,7.5,7.0,6.8,6.4,7.8,8.9
10121715,6.0,5.8,5.8,6.2,8.5,6.4,7.5,6.5,6.5,6.3,6.5,8.2,7.0,9,8,9.0,6.9,5.3,5.8,7.0,5.5,6.8,7.1
11022326,9.4,9.3,7.3,7.5,6.5,6.9,7.4,6.8,7.3,7.3,9.0,8.8,8.0,8,8,8.0,8.7,7.9,6.7,7.0,8.2,8.0,7.2
10122145,5.5,8.3,8.0,5.9,5.4,7.0,7.8,7.5,7.5,5.0,8.2,8.2,7.5,9,9,8.0,7.7,7.0,6.9,6.5,6.7,8.0,7.8
12521084,7.5,7.4,4.0,6.5,9.1,6.9,6.6,7.3,7.3,2.5,7.5,8.5,6.5,5,6,8.0,6.0,7.8,7.7,7.0,6.0,7.1,8.6
10122237,6.5,8.5,6.3,7.5,5.5,7.0,6.4,6.5,6.8,5.0,7.2,8.5,7.0,8,6,8.0,8.7,7.3,6.8,5.8,5.7,7.8,7.7
10122259,8.1,5.6,6.8,5.9,7.2,5.5,5.2,7.0,7.3,6.8,6.3,8.6,7.5,9,7,9.0,8.2,8.3,6.5,7.8,7.0,7.5,7.9
10122263,6.9,8.8,8.0,6.4,8.0,6.5,6.4,7.3,7.0,7.3,8.8,8.6,7.0,9,7,6.0,7.8,8.3,7.8,7.3,7.5,8.1,7.1
10122266,4.8,5.2,6.8,5.7,5.3,6.3,7.2,5.8,6.5,7.4,7.2,7.9,7.5,8,9,7.0,7.4,7.4,7.2,7.5,6.7,1.8,7.3
10122269,7.3,7.4,8.3,6.5,7.5,7.2,6.2,7.3,6.8,8.0,5.9,7.8,8.5,8,6,7.0,8.3,7.0,6.0,6.3,6.8,7.9,6.3
10122274,9.5,8.6,7.8,6.7,6.2,6.8,7.4,7.8,7.5,7.0,8.5,8.7,7.5,9,6,9.0,9.3,8.5,6.9,8.5,8.8,7.7,7.4
12522073,9.4,6.9,7.3,6.2,5.9,6.3,7.8,8.3,7.5,7.0,7.4,8.7,7.5,8,8,9.0,8.8,7.3,6.6,7.5,7.9,7.7,6.5
10122276,6.8,6.9,7.5,6.5,6.3,4.5,6.4,6.8,7.5,2.5,7.7,8.3,8.0,9,6,7.0,8.3,7.5,6.8,5.8,6.2,5.9,7.2
10122279,7.7,7.2,6.5,5.9,7.1,5.7,3.4,5.8,6.0,7.4,5.8,8.4,0.0,9,2,6.0,7.7,7.5,5.8,5.8,6.9,7.8,5.7
10122288,7.3,7.5,8.3,5.2,5.8,5.0,7.1,6.5,5.8,6.0,7.0,8.0,7.0,7,7,7.0,8.3,7.0,6.3,5.8,5.7,6.7,7.0
10122293,7.3,7.8,6.5,6.8,5.7,6.3,3.6,5.8,6.5,6.5,8.3,8.0,7.0,9,8,9.0,7.3,7.5,6.5,7.3,5.7,5.9,7.4
10122294,8.5,8.1,6.8,6.3,7.0,7.0,5.8,8.3,7.0,7.0,7.8,8.2,7.0,8,6,9.0,6.8,8.3,8.1,6.5,5.7,7.9,6.7
10122304,6.8,6.3,5.5,7.7,6.1,7.3,7.2,7.8,7.8,9.5,8.6,8.8,7.0,8,6,8.0,8.3,8.0,6.8,8.0,6.4,7.4,6.1
10122308,9.1,7.9,8.8,7.3,7.3,6.8,7.4,6.5,7.5,5.8,6.8,8.4,7.5,8,9,8.0,8.0,8.5,6.1,6.8,7.3,5.9,7.1
10122315,8.5,7.7,8.0,6.8,6.8,7.3,7.0,8.5,8.5,7.8,7.8,8.5,7.5,9,8,9.0,8.8,8.8,7.8,7.5,8.3,7.7,8.2
10122355,7.3,7.0,7.2,6.2,7.1,6.4,8.8,7.5,6.8,5.5,6.3,8.5,7.0,9,6,9.0,8.0,7.9,8.0,6.3,6.3,6.8,6.2
10122374,7.9,7.8,7.8,6.5,7.6,6.6,8.7,6.3,7.3,6.3,8.3,8.7,7.5,9,7,9.0,8.4,7.5,7.3,7.0,6.8,8.1,5.9
10122375,6.4,6.6,7.0,6.6,6.0,5.7,5.9,6.5,7.5,7.0,7.5,8.8,7.5,8,6,9.0,9.0,8.5,7.5,9.0,6.9,8.0,6.8
12522100,8.3,8.5,6.5,6.8,6.3,8.0,7.8,6.8,7.3,7.8,7.0,8.0,7.0,7,8,9.0,8.3,7.8,6.1,6.0,8.4,8.3,7.5
10122412,6.0,6.9,7.3,6.7,4.8,5.6,7.1,6.5,8.5,7.0,7.3,8.3,6.5,6,8,9.0,7.8,7.0,7.5,6.0,6.4,7.5,6.5
10122004,6.7,7.4,6.8,6.2,6.4,5.6,7.1,7.0,7.8,8.2,7.3,8.5,7.5,8,6,9.0,8.5,7.5,6.9,7.0,7.6,8.0,7.5
10122006,6.8,8.9,7.4,8.4,7.7,6.8,7.6,7.5,8.0,6.5,8.0,8.5,7.5,8,7,8.0,7.4,7.7,6.9,6.3,7.2,6.3,7.0
10122009,6.0,5.9,6.4,7.5,8.1,7.8,7.8,7.3,6.8,6.0,6.8,8.2,6.5,7,8,6.0,6.5,7.5,5.5,5.5,7.8,8.2,8.0
10122015,7.9,6.7,7.3,6.4,6.1,9.2,7.0,7.8,7.5,6.5,7.8,8.1,6.5,7,8,9.0,7.3,6.8,8.2,6.5,6.7,6.6,6.6
10122022,8.3,8.1,5.3,7.7,6.7,5.7,6.4,7.8,8.5,8.0,6.5,8.2,7.5,9,6,9.0,7.2,8.5,8.3,8.0,8.2,6.3,6.5
10122034,7.8,9.4,7.8,6.3,7.8,8.5,7.5,8.0,8.3,9.0,7.8,8.7,7.0,8,8,9.0,8.8,9.0,7.5,8.3,8.8,8.0,9.0
10122036,6.8,7.2,8.0,6.8,5.4,6.8,7.6,7.3,7.3,6.0,7.5,8.4,7.5,9,8,9.0,7.5,7.0,6.4,7.5,7.0,7.2,7.3
10122043,9.7,9.5,9.5,7.4,8.4,8.4,7.9,8.8,8.8,8.5,8.8,8.2,6.5,9,9,9.0,9.3,8.9,8.0,8.8,8.8,7.8,8.2
10122046,8.8,10.0,9.5,7.4,8.0,8.7,7.3,8.8,9.0,9.0,7.5,8.8,7.0,8,6,9.0,9.3,9.2,7.0,9.0,8.8,8.6,7.4
10122047,6.3,9.2,6.5,7.0,5.4,5.8,7.2,6.8,8.3,6.3,6.5,8.3,7.0,9,6,8.0,7.0,6.8,6.4,7.0,2.5,6.9,7.0
10122056,6.4,8.0,5.5,7.5,5.7,8.0,8.2,6.8,7.0,8.0,7.4,8.4,8.0,7,8,8.0,7.5,6.4,5.9,7.0,6.4,8.7,6.7
10122058,5.2,5.9,0.5,5.9,5.5,6.0,7.9,6.8,5.5,0.0,6.2,8.0,6.5,8,2,7.0,7.5,6.4,6.9,6.8,6.9,6.6,6.5
10122066,6.3,5.8,6.8,5.3,4.6,7.1,5.9,8.3,8.3,8.4,7.8,8.3,7.0,9,7,8.0,8.3,8.8,7.3,8.5,8.5,6.5,7.6
10122070,6.9,6.9,7.8,5.5,6.7,7.6,7.6,7.3,8.5,5.0,6.5,8.7,7.5,7,8,8.0,7.8,8.3,7.0,7.5,7.3,6.9,7.2
10122072,8.9,8.6,8.5,7.0,6.5,6.0,6.0,8.3,7.0,7.3,7.8,8.8,6.5,8,8,9.0,7.3,8.0,7.3,7.0,7.4,7.4,7.2
10122078,7.8,8.0,8.3,7.8,6.7,7.9,7.6,6.8,8.3,8.5,7.7,8.6,7.5,8,7,9.0,7.0,8.3,7.8,8.0,8.0,8.2,7.7
10122100,6.7,8.0,8.0,5.3,6.5,7.8,7.9,8.0,8.3,5.5,8.8,8.6,7.5,8,9,8.0,7.3,7.5,7.9,8.3,8.5,8.1,7.6
10122086,7.5,7.7,7.8,6.5,7.2,5.5,6.2,7.0,7.5,7.8,7.2,8.7,7.5,8,6,9.0,8.5,8.5,7.5,7.3,6.7,7.6,6.9
10122089,6.9,7.4,7.0,6.7,6.3,5.3,6.3,7.0,7.8,6.6,7.0,8.3,7.5,6,5,8.0,7.5,6.8,5.5,5.8,6.7,8.2,6.9
10122092,6.5,7.7,7.8,6.0,5.7,5.9,6.4,6.3,8.8,5.8,8.4,8.8,6.5,8,7,7.0,7.5,8.3,6.5,8.0,6.7,7.8,7.0
10122114,7.8,8.1,7.3,6.7,5.3,8.4,7.4,8.0,7.8,6.5,7.4,8.5,7.0,8,9,6.0,7.8,6.3,7.1,6.8,6.9,6.3,7.8
10122118,6.8,7.2,6.3,6.9,5.7,6.7,6.8,8.5,6.3,7.0,7.4,9.0,7.0,7,7,9.0,8.0,7.0,7.5,8.0,7.9,7.0,7.7
10122142,7.1,8.5,7.0,7.3,8.1,5.9,7.4,7.0,7.5,5.5,5.9,8.5,7.5,8,8,8.0,8.0,7.0,7.5,7.8,8.0,7.9,7.9
10122153,6.9,5.5,6.8,5.8,6.6,7.5,6.4,6.5,8.0,6.3,5.8,7.8,8.0,8,6,7.0,6.8,6.7,6.5,6.8,6.2,8.4,7.1
10122150,9.5,9.1,8.5,8.7,8.6,9.1,8.3,7.0,8.3,8.8,7.8,9.2,7.5,9,8,9.0,7.3,9.2,8.0,7.8,8.3,8.1,8.4
10122156,6.0,6.0,7.8,5.7,5.4,3.2,7.3,7.0,7.3,1.5,6.4,7.9,7.0,8,6,8.0,6.5,7.0,7.0,6.5,6.4,6.6,7.3
10122158,8.9,7.5,6.3,6.5,7.6,5.7,7.4,7.8,5.8,1.5,8.2,8.2,7.0,9,8,9.0,6.5,8.4,6.3,5.5,7.7,7.9,6.4
10122161,8.8,7.4,6.3,6.6,7.0,5.5,7.3,7.3,7.5,6.9,6.5,7.8,6.5,8,7,9.0,7.0,7.7,7.3,6.5,6.5,6.9,7.3
10122205,7.2,9.8,8.3,6.5,6.6,9.3,7.3,8.0,7.3,7.8,9.0,8.6,7.5,8,9,8.0,8.3,8.3,7.8,8.0,8.4,7.3,6.9
10122209,8.2,2.7,5.0,5.9,5.5,6.0,7.2,7.3,6.0,6.5,7.4,7.5,6.5,7,5,7.0,7.3,6.8,6.8,5.5,5.7,7.3,7.5
10122242,10.0,8.3,7.0,8.4,6.4,7.1,6.9,6.0,8.0,7.8,7.5,8.8,7.5,9,8,9.0,2.5,8.8,8.0,7.5,2.7,5.4,5.8
10122249,7.5,6.3,5.3,7.7,5.5,6.8,6.1,5.5,7.3,6.9,7.3,8.5,6.5,9,6,9.0,7.3,7.0,5.9,7.0,6.9,7.2,6.1
10122253,6.7,8.2,6.3,6.3,5.8,5.5,6.5,5.5,6.5,6.3,6.5,8.4,8.0,9,8,8.0,7.8,6.0,6.0,6.8,6.2,7.2,7.3
10122258,8.4,8.3,8.3,6.4,6.0,5.5,7.5,6.8,6.8,7.8,7.8,8.2,6.5,8,8,8.0,8.7,7.0,6.8,7.5,8.2,7.0,9.0
10122301,7.6,6.8,7.5,5.5,8.3,5.2,6.9,6.8,7.8,5.5,7.0,8.5,7.5,8,9,9.0,7.3,7.4,6.5,7.0,7.3,7.8,6.8
10122307,7.3,8.3,7.3,7.0,7.3,6.0,8.2,8.8,8.8,8.0,8.3,8.5,7.0,8,9,9.0,8.8,9.2,7.9,8.8,8.9,7.7,7.7
10122317,6.2,7.0,5.0,7.8,6.9,7.0,6.4,7.0,7.3,7.5,7.4,8.7,7.0,7,7,8.0,8.0,7.4,6.1,6.5,6.9,7.4,5.9
10122332,7.0,8.3,8.0,8.8,6.8,6.5,6.8,7.8,7.0,6.5,7.5,8.9,6.5,8,9,8.0,8.4,8.3,7.2,7.8,8.0,7.1,7.5
10122333,7.7,6.5,6.5,7.0,7.7,6.5,7.6,7.5,6.5,9.5,7.7,8.8,7.5,8,9,7.0,8.5,8.5,6.8,8.3,8.3,7.6,7.3
10122343,7.4,8.7,8.5,8.0,7.6,8.5,6.7,7.3,7.8,9.0,8.3,8.5,7.5,6,9,9.0,8.7,8.5,7.6,7.5,7.8,8.6,8.0
10122344,7.9,9.7,7.5,7.7,7.1,6.5,6.8,9.0,7.8,8.5,8.5,8.5,6.5,8,9,9.0,8.4,7.8,7.5,7.5,7.8,6.3,6.7
