Môn học,Đại số tuyến tính,Giải tích,Giải tích số,Kiến trúc máy tính,Lập trình Python cơ bản (2+1*),Cấu trúc dữ liệu và giải thuật (2+1*),Cơ sở kỹ thuật lập trình (2+1*),Cơ sở dữ liệu,Lập trình hướng đối tượng (2+1*),Lập trình ứng dụng Windows Form (2+1*),Pháp luật đại cương,Kỹ năng mềm,Tiếng Anh tăng cường,Giáo dục thể chất 1,Giáo dục thể chất 2,Giáo dục thể chất 3
12522001,7.4,7.0,6.2,6.8,5.8,6.1,6.5,5.9,6.1,6.0,6.5,7.0,6.5,7,7.0,9.0
12522003,6.9,5.8,7.4,6.5,5.2,5.6,6.5,2.0,6.6,7.3,8.0,7.7,6.5,7,5.0,8.0
12522005,8.7,7.4,8.3,7.0,6.4,6.6,6.0,8.4,7.0,6.8,8.0,7.0,6.5,7,7.0,6.0
12522006,8.1,6.8,8.7,8.3,6.8,6.3,8.8,6.7,7.2,7.8,8.3,8.7,7.0,8,6.0,7.0
10122023,7.4,7.6,7.8,8.0,8.3,6.9,6.7,7.4,6.7,7.8,8.0,8.6,6.5,8,6.0,8.0
12522010,7.8,6.7,8.9,8.5,6.0,7.2,7.9,7.0,7.5,8.8,9.0,8.7,6.5,8,7.0,7.0
12522011,8.2,9.6,9.1,9.3,7.8,8.1,8.9,8.3,7.8,9.3,7.8,8.7,7.0,9,7.0,8.0
10122031,7.9,8.9,7.7,9.0,7.3,6.5,6.2,7.3,5.5,6.8,7.8,8.4,7.0,8,7.0,7.0
10122041,7.8,8.5,8.5,6.3,6.5,6.0,6.8,7.8,7.0,8.3,8.5,8.7,7.5,9,6.0,7.0
10122050,6.4,6.9,5.8,5.3,6.8,7.5,5.5,7.2,6.5,6.3,7.3,8.1,7.5,8,6.0,6.0
10121748,7.9,7.6,5.1,6.8,6.4,5.8,6.3,6.2,6.4,6.3,4.8,6.7,7.5,5,8.0,7.0
10121616,8.0,7.3,6.4,4.5,7.2,5.2,6.4,6.2,6.5,5.0,5.8,6.2,5.5,6,6.0,8.0
10122057,7.7,6.9,8.3,7.3,6.5,7.4,7.8,6.4,7.3,7.8,6.8,8.7,6.5,8,6.0,7.0
10122064,8.4,8.3,8.5,8.3,7.3,6.9,7.9,7.0,6.7,8.0,8.3,8.6,7.5,9,8.0,7.0
10122094,6.8,7.3,5.5,5.5,6.5,6.7,8.8,6.7,7.0,5.5,6.8,8.5,7.5,7,7.0,8.0
10122099,9.2,8.9,7.5,7.8,6.5,6.1,6.2,5.9,7.0,8.1,7.9,8.5,7.5,7,8.0,6.0
10122103,7.2,9.0,6.9,8.0,7.2,7.2,8.3,7.0,8.3,6.5,7.8,8.5,7.5,8,6.0,8.0
10122115,7.3,5.8,4.3,6.5,5.7,6.8,6.5,5.9,7.1,3.5,7.0,8.4,7.5,8,8.0,7.0
12522025,6.2,6.9,6.5,6.8,5.8,7.2,8.5,7.5,6.4,7.0,7.8,8.2,7.0,6,5.0,8.0
12522027,6.9,5.8,7.6,8.0,5.8,6.0,6.8,6.4,6.0,6.0,7.8,8.7,6.5,9,7.0,6.0
10121373,7.6,6.7,3.5,6.3,6.9,7.2,6.0,6.5,7.8,2.5,7.3,7.7,7.5,7,6.0,6.0
10122162,5.9,7.2,6.4,8.0,6.5,6.8,7.0,7.8,6.2,7.8,6.5,7.5,6.5,8,5.0,7.0
10122184,7.0,5.6,6.3,7.5,5.3,7.9,6.0,6.1,5.8,6.8,7.8,8.2,7.5,7,8.0,7.0
10122204,7.0,8.5,8.6,8.5,7.3,7.9,8.3,7.3,6.2,8.0,8.3,7.8,7.5,8,6.0,7.0
10122191,7.4,6.7,7.0,7.3,6.8,6.5,5.5,7.3,6.3,5.0,6.5,8.0,7.0,7,8.0,6.0
12522038,8.4,9.6,7.9,8.0,6.8,6.8,9.2,7.5,6.7,8.0,8.0,8.5,6.5,9,7.0,8.0
12522039,6.7,8.4,6.8,6.8,7.5,7.5,7.0,4.9,6.5,8.3,6.5,8.5,7.0,7,8.0,8.0
12522040,7.8,8.0,8.8,6.0,7.0,7.1,8.0,6.7,7.8,8.3,7.0,8.7,6.5,6,6.0,6.0
12522041,7.3,7.9,8.9,7.3,7.9,7.6,7.3,7.7,8.6,7.5,7.5,8.7,7.5,7,7.0,7.0
12522044,8.4,8.2,8.7,9.0,7.4,7.3,7.8,6.8,7.5,7.0,8.0,7.7,6.5,9,8.0,8.0
12522046,9.2,9.6,9.2,7.5,8.0,9.5,9.4,8.2,8.7,8.5,7.3,8.7,7.5,7,5.0,8.0
10121219,6.9,8.5,5.7,8.0,7.5,6.0,6.0,6.0,5.9,2.5,6.3,7.9,6.5,8,8.0,6.0
10121525,7.3,0.0,4.2,6.0,5.8,5.2,7.0,6.4,2.5,2.5,5.4,8.1,6.5,6,0.0,0.0
12522068,7.7,8.7,9.8,8.5,6.2,7.0,6.8,7.3,7.8,7.5,7.8,8.3,8.0,6,6.0,6.0
12522075,8.2,6.9,6.0,5.0,7.3,6.9,6.8,6.8,8.1,8.0,7.0,8.7,6.5,9,8.0,8.0
10122284,8.3,7.8,8.0,6.3,7.5,7.1,8.4,6.7,7.0,7.5,7.4,8.3,8.5,8,5.0,6.0
12522080,7.7,5.8,7.5,6.3,6.5,5.5,6.3,5.7,7.2,7.5,7.8,8.5,8.0,7,10.0,7.0
10121546,7.3,6.3,5.7,8.5,7.0,5.5,5.8,6.4,7.2,3.3,6.7,7.7,6.5,6,6.0,8.0
12522091,8.9,8.0,8.7,8.2,8.4,8.9,8.5,8.5,8.7,8.5,8.5,8.4,8.5,8,7.0,8.0
10122337,8.5,10.0,9.5,8.0,7.2,7.2,8.3,7.5,6.7,7.3,7.0,8.5,8.0,8,9.0,7.0
12522089,6.7,6.5,5.8,6.5,5.9,6.3,6.0,6.5,8.4,7.0,7.5,8.4,7.5,7,6.0,7.0
12522093,7.2,6.9,6.9,2.5,6.5,6.3,4.0,6.4,6.6,7.8,8.3,8.5,8.0,9,5.0,6.0
12522096,6.8,7.2,6.5,6.5,6.4,6.1,7.5,5.8,6.6,7.0,7.3,7.2,6.5,7,8.0,7.0
10122360,7.7,8.7,7.2,8.0,6.5,7.7,9.0,7.3,7.2,6.8,7.5,8.4,6.5,9,7.0,6.0
12522099,6.8,7.6,5.8,6.8,5.0,4.8,6.0,6.9,4.4,2.5,8.3,8.0,6.5,7,5.0,5.0
10121685,7.3,0.0,3.0,5.5,7.2,4.1,7.1,2.0,6.7,2.5,4.5,0.0,4.0,8,8.0,6.0
10122387,6.8,6.0,6.5,7.0,6.2,5.8,7.0,5.8,8.0,8.3,6.8,7.2,6.5,6,6.0,6.0
10122389,6.5,7.8,7.2,6.8,5.4,7.7,5.8,6.0,6.8,5.5,6.8,8.0,6.5,8,8.0,6.0
10122393,9.5,6.4,6.4,6.8,7.5,6.0,8.0,5.7,8.3,8.3,7.9,7.8,6.5,7,7.0,8.0
12522107,7.2,9.5,9.6,8.3,7.7,8.7,8.5,8.8,8.3,7.5,8.5,8.9,6.5,7,7.0,7.0
10122410,7.7,6.7,6.3,7.5,6.9,6.2,8.8,7.7,7.0,7.3,7.7,8.2,7.5,8,6.0,6.0
10122415,8.7,8.7,8.8,7.5,7.3,6.4,7.5,6.8,6.9,6.5,7.5,8.5,7.0,8,7.0,7.0
10122007,8.0,9.7,9.3,7.0,7.8,6.4,5.8,6.9,6.8,6.8,6.8,9.3,8.5,8,5.0,8.0
10122032,7.8,8.4,6.4,6.3,8.2,8.0,5.3,7.4,5.9,5.8,6.8,9.2,6.5,8,8.0,6.0
10122097,6.8,9.3,6.3,8.0,6.2,6.9,6.0,7.9,7.8,8.4,6.8,9.2,7.0,8,8.0,5.0
10122084,9.2,9.7,8.5,8.8,8.0,8.7,8.0,6.8,8.7,9.5,7.8,9.4,7.5,9,7.0,6.0
10122085,7.7,6.7,6.3,8.0,6.5,6.7,5.8,6.9,8.2,7.3,9.0,9.0,8.0,6,5.0,5.0
10122088,6.0,6.0,7.5,8.0,6.7,7.6,5.3,6.2,7.2,7.0,7.0,9.2,7.0,8,5.0,5.0
10122122,7.7,8.5,8.4,8.0,7.4,6.7,6.0,5.9,7.4,7.0,6.8,9.5,8.5,9,8.0,8.0
10122128,7.3,7.0,7.5,7.5,7.5,6.3,5.8,7.2,7.9,8.3,7.0,9.2,7.5,7,7.0,7.0
12522026,6.9,6.8,7.9,7.8,7.3,6.8,6.5,5.5,6.5,6.8,7.5,8.7,7.5,10,10.0,8.0
10122173,7.9,8.2,8.2,8.3,7.4,6.3,6.8,8.3,7.2,8.0,7.3,9.5,7.5,9,8.0,6.0
10122233,8.7,7.7,7.8,7.3,5.9,7.4,6.0,6.7,7.3,7.5,6.5,9.2,8.0,9,8.0,5.0
10122234,7.7,9.2,8.3,7.8,7.9,8.9,6.0,7.8,7.9,9.3,6.5,9.0,6.5,7,6.0,5.0
10122262,8.3,7.3,8.1,8.0,7.4,6.9,6.3,6.8,6.8,6.5,7.0,8.8,7.0,8,10.0,7.0
12522069,9.5,9.2,9.7,7.8,6.2,7.2,7.5,6.0,7.2,6.0,8.0,8.8,7.0,6,5.0,6.0
10122290,9.7,7.8,6.9,7.8,7.2,5.9,6.8,6.2,6.8,7.5,6.8,9.2,7.0,7,6.0,6.0
12522087,7.4,7.3,6.7,7.3,6.9,8.2,6.5,6.2,7.7,7.8,7.0,9.0,7.0,6,6.0,5.0
10122368,9.0,7.5,9.2,8.8,7.7,6.3,6.8,8.8,7.4,8.3,6.5,9.2,7.0,7,8.0,6.0
10122382,7.4,6.8,8.0,7.0,8.3,7.8,5.5,6.9,6.0,5.3,7.0,9.0,7.5,9,8.0,9.0
10122392,6.8,7.7,7.0,5.8,6.4,5.3,5.8,5.3,7.2,5.5,7.0,9.2,7.0,8,6.0,5.0
11222286,7.3,9.4,6.7,7.5,6.9,7.4,5.8,7.4,7.9,7.8,6.3,9.5,7.5,6,6.0,6.0
11022222,9.4,8.0,8.7,8.5,6.3,7.2,5.8,6.4,7.5,7.0,6.8,9.2,7.0,7,6.0,5.0
10122008,9.8,8.9,8.5,8.5,7.9,7.5,7.8,7.5,8.1,5.8,7.0,8.5,7.5,7,6.0,7.0
10122105,6.8,7.2,2.8,7.5,2.0,6.9,6.0,6.7,5.0,8.2,7.4,8.2,7.5,8,5.0,7.0
10122110,8.0,8.4,5.4,6.0,5.7,5.2,6.5,5.3,6.8,8.5,7.3,7.2,6.5,7,9.0,8.0
12522029,7.7,7.9,7.5,6.0,7.8,7.7,7.0,6.5,7.1,5.0,7.3,8.0,6.5,9,8.0,8.0
10122166,7.5,8.9,9.3,8.0,5.7,6.5,6.7,7.7,6.2,6.5,7.2,8.8,7.5,8,6.0,8.0
10122169,8.7,8.2,8.5,8.8,6.5,8.5,7.8,8.0,8.6,8.8,7.5,8.6,7.5,8,7.0,8.0
10121031,9.2,9.3,7.9,8.0,9.5,8.5,9.0,8.5,8.7,8.3,8.0,8.0,7.5,6,9.0,9.0
12522052,5.2,5.9,5.8,6.3,5.8,5.0,2.0,6.5,5.8,5.5,7.5,7.2,7.0,8,8.0,9.0
10122226,7.9,8.9,7.6,8.3,7.5,6.2,7.8,6.3,6.7,8.0,7.0,8.0,7.0,7,6.0,5.0
12522054,9.7,9.3,9.7,7.5,7.8,7.3,7.8,7.2,8.0,8.3,8.0,8.8,7.5,8,9.0,7.0
12522056,7.4,6.8,6.8,5.8,5.4,6.1,6.3,6.0,9.5,6.3,6.8,8.5,7.0,8,7.0,7.0
12522057,8.3,9.8,9.4,7.8,6.9,8.2,8.5,7.2,8.3,7.0,7.8,8.5,6.5,8,6.0,7.0
10122232,6.8,7.3,7.3,5.8,7.4,6.9,9.1,7.4,8.0,7.0,7.5,8.5,6.5,8,9.0,7.0
12522063,6.9,8.1,9.0,9.0,7.2,6.7,7.8,7.2,7.8,7.5,6.8,8.0,7.5,6,6.0,9.0
12522062,7.3,7.5,7.3,8.0,7.7,7.9,6.5,5.5,5.9,5.8,7.8,7.2,6.5,6,8.0,6.0
12522064,7.8,9.5,9.3,8.5,7.5,8.7,9.0,8.8,9.0,9.3,6.8,7.2,6.5,7,8.0,7.0
10122256,8.1,8.3,8.5,9.3,7.7,7.6,9.8,8.3,7.8,7.5,9.0,8.8,8.0,9,6.0,8.0
12522078,7.8,6.4,9.2,5.5,7.0,6.1,8.5,6.5,7.9,8.3,6.8,8.3,7.0,8,6.0,7.0
12522084,7.3,7.6,8.8,8.0,5.9,7.5,7.0,8.3,8.8,7.5,7.3,8.4,7.5,8,5.0,6.0
10122314,7.4,7.3,8.9,6.0,6.8,6.9,6.3,7.7,6.6,7.0,6.8,8.9,6.5,9,6.0,5.0
12522097,9.2,8.1,9.5,7.3,6.4,7.2,6.8,6.5,7.0,6.5,8.3,8.5,7.0,7,9.0,9.0
12522098,9.0,9.4,9.7,8.8,8.8,9.2,8.0,7.3,9.2,7.8,9.0,8.5,7.0,9,9.0,7.0
10122380,7.7,8.9,9.2,8.8,7.7,8.3,9.2,8.5,9.3,8.0,8.0,9.0,7.0,8,7.0,6.0
10122386,7.2,7.6,6.9,7.0,5.7,6.0,8.5,7.3,6.2,7.8,7.0,7.2,6.5,8,9.0,9.0
12522102,6.2,5.5,4.9,5.5,8.0,7.1,8.3,5.9,7.1,6.0,7.2,7.2,6.5,8,6.0,7.0
12522103,8.5,9.0,7.9,7.8,6.7,6.7,6.5,6.9,7.7,7.3,5.3,7.2,6.5,8,9.0,6.0
12522104,8.5,9.2,7.7,8.8,8.2,7.5,9.3,8.2,8.3,8.8,8.0,7.2,7.5,7,6.0,7.0
12522105,6.8,9.0,8.1,6.8,8.3,6.1,7.0,6.3,7.4,7.0,8.0,7.7,6.5,6,7.0,8.0
12522109,7.3,9.0,7.7,7.3,7.0,5.7,5.5,6.3,7.8,7.8,6.8,8.5,6.5,6,7.0,9.0
10122421,9.1,9.2,8.7,7.8,6.0,6.9,7.3,7.3,7.4,8.0,8.0,8.5,6.5,8,7.0,6.0
12522007,8.2,7.8,8.3,7.0,7.8,8.9,8.5,6.9,9.2,9.0,8.0,8.0,6.5,7,7.0,8.0
12522009,6.3,7.9,8.0,7.5,6.4,8.4,7.0,7.5,7.4,5.0,6.3,8.5,6.5,7,9.0,8.0
10122029,7.3,8.1,8.8,6.0,6.5,7.1,6.5,6.7,8.5,8.3,7.5,8.5,6.5,8,7.0,8.0
10122053,8.3,9.7,8.9,8.5,6.0,7.5,8.0,7.3,8.2,8.5,7.5,8.5,7.5,8,5.0,7.0
12522013,9.3,9.5,9.9,9.3,8.3,8.5,9.5,8.2,9.0,9.5,8.0,8.7,6.5,8,8.0,6.0
10122102,6.3,9.8,9.3,6.8,8.3,7.8,7.6,8.0,8.4,8.8,7.0,7.6,8.0,7,6.0,6.0
12522016,7.9,7.7,9.7,9.0,7.4,6.3,8.9,7.4,7.3,8.0,7.8,8.2,6.5,8,8.0,7.0
12522020,6.8,6.7,6.4,6.8,5.4,6.3,5.8,7.7,5.8,7.2,7.3,7.2,7.5,7,5.0,6.0
10122120,9.2,9.8,8.9,7.8,6.9,8.0,6.0,7.5,6.6,8.0,8.3,8.0,8.0,9,9.0,6.0
10122129,7.9,8.9,8.5,8.3,8.3,8.7,9.7,8.2,7.5,7.3,8.8,8.5,6.5,8,5.0,7.0
10122130,7.9,8.9,8.2,9.5,7.7,6.7,8.5,7.3,7.2,7.8,8.3,8.7,6.5,8,8.0,5.0
10122160,7.0,9.3,7.7,6.0,6.7,6.4,6.8,6.7,6.9,5.7,6.5,8.5,7.0,9,10.0,8.0
10122168,5.5,8.8,7.7,7.0,7.7,6.3,6.7,7.3,6.8,5.3,7.8,8.8,7.5,9,6.0,6.0
10122177,7.5,8.3,9.1,7.5,9.0,7.5,8.7,6.2,7.0,6.3,7.5,7.2,7.0,7,6.0,7.0
10122192,6.9,8.8,8.5,8.3,6.9,7.2,7.6,7.5,7.8,7.3,7.5,8.7,7.0,10,9.0,8.0
12522047,7.4,6.0,7.1,7.8,7.7,7.2,6.3,6.8,7.8,8.1,7.5,8.4,7.0,8,7.0,7.0
12522048,7.0,7.6,7.4,6.8,7.5,6.3,8.5,7.2,7.1,8.3,7.5,8.6,8.5,6,6.0,7.0
12522066,8.8,8.9,8.9,9.3,9.0,9.8,9.8,8.9,8.3,8.5,8.3,8.7,7.0,9,7.0,7.0
10122305,6.5,7.2,6.9,8.3,6.4,6.8,6.0,6.8,8.2,5.5,7.5,9.0,6.5,7,8.0,8.0
10122306,8.4,6.9,9.2,7.0,7.9,7.3,7.8,6.9,8.0,7.8,6.5,8.9,7.0,7,6.0,7.0
10122299,6.0,6.1,9.0,6.0,5.8,7.9,8.0,7.3,7.9,7.0,6.8,8.3,8.0,7,6.0,7.0
12522088,6.0,5.9,6.3,6.8,6.0,5.9,7.9,7.2,7.5,8.3,6.5,8.4,7.5,8,8.0,7.0
10122326,7.8,5.8,7.2,7.0,6.3,5.5,5.8,6.2,6.1,7.8,8.3,8.6,6.5,7,6.0,7.0
12522090,6.8,9.1,7.7,6.8,6.0,6.5,5.8,6.4,7.1,6.3,8.3,8.2,6.5,7,6.0,7.0
10122345,6.5,3.5,5.4,7.8,5.2,6.0,7.0,6.3,6.0,5.8,7.8,7.5,6.5,8,8.0,8.0
10122350,7.3,8.8,8.3,9.0,8.2,8.0,8.2,7.4,8.9,8.5,8.3,8.7,6.5,7,5.0,6.0
10122351,7.9,5.8,6.8,8.0,6.0,6.6,6.0,8.5,6.5,6.3,7.3,7.7,7.0,6,8.0,6.0
10122349,9.3,8.2,7.7,7.0,6.0,7.6,7.4,6.2,8.4,7.3,7.8,8.5,6.5,9,6.0,5.0
10122390,9.6,7.4,7.9,9.0,7.2,6.0,8.0,6.2,7.7,7.3,7.7,8.2,8.0,7,7.0,5.0
12522108,9.5,8.7,7.4,7.3,6.5,8.3,7.3,5.5,7.5,8.0,8.0,8.0,8.0,8,5.0,6.0
10122285,6.8,4.5,8.8,5.8,7.9,4.8,3.5,2.0,6.0,2.5,7.0,9.2,7.5,0,8.0,7.0
12523026,4.3,3.5,3.7,3.5,6.5,7.3,7.0,5.9,8.0,3.0,7.0,9.0,7.5,7,7.0,6.0
10123339,6.8,3.8,2.4,4.3,7.9,7.3,7.3,5.5,8.7,0.0,6.3,8.9,7.0,9,7.0,7.0
10123204,4.8,5.2,3.2,5.0,6.0,6.9,6.0,5.8,7.8,4.5,6.8,8.7,7.0,8,7.0,8.0
12523117,5.2,7.0,2.3,3.0,6.3,7.0,6.3,6.5,8.6,7.0,6.8,7.9,0.0,7,8.0,6.0
10123370,7.3,6.4,2.8,6.0,6.4,7.8,8.3,5.5,8.3,8.5,4.3,8.9,7.5,8,8.0,8.0
10123021,6.9,7.2,6.8,7.8,6.6,8.0,6.5,5.9,8.0,4.5,6.5,8.8,0.0,7,8.0,8.0
12523096,6.4,6.8,5.7,8.0,6.2,8.4,6.7,5.5,7.8,7.5,7.0,8.7,7.0,6,5.0,6.0
10122017,6.5,7.2,7.6,6.8,6.0,5.3,5.3,6.3,6.4,5.8,6.8,8.9,7.0,9,6.0,6.0
11223077,7.3,4.7,5.8,7.5,6.2,8.3,7.8,7.2,8.5,8.0,8.3,9.0,7.0,7,8.0,8.0
12523028,8.3,6.5,6.5,4.5,6.1,8.7,6.5,6.0,8.5,5.5,6.5,9.2,5.5,7,6.0,7.0
10123346,8.4,7.5,6.9,7.5,6.5,8.7,7.0,6.4,7.9,6.5,7.8,8.9,7.5,8,9.0,9.0
10123199,7.5,7.4,5.5,6.3,7.2,7.7,6.0,6.2,8.2,6.8,6.0,8.6,6.5,6,7.0,7.0
10123047,7.9,8.2,8.7,8.3,7.3,7.2,7.3,6.5,7.5,8.3,6.8,9.2,8.0,7,7.0,7.0
10123055,8.3,7.9,9.4,7.5,6.0,8.8,7.5,6.7,9.0,6.5,6.8,8.7,7.5,8,8.0,7.0
12523109,8.6,6.4,7.4,7.3,5.6,8.8,6.8,6.2,8.5,6.0,7.0,8.6,7.5,10,9.0,8.0
10123026,8.3,7.2,7.8,6.8,7.4,9.0,8.0,6.9,8.7,8.5,7.8,9.4,7.5,7,7.0,6.0
12523080,7.9,9.3,8.9,7.8,8.7,9.3,6.8,6.0,8.6,8.0,8.5,9.3,8.0,10,8.0,8.0
10123045,9.1,7.5,8.8,7.8,7.5,8.8,9.0,8.9,9.1,7.3,8.0,9.0,8.0,9,8.0,7.0
10123363,7.9,7.4,6.7,6.8,6.5,7.4,7.3,6.0,7.8,7.0,8.3,8.9,8.0,8,8.0,7.0
12523076,9.4,8.6,7.9,7.3,7.2,8.3,6.5,5.8,8.6,5.5,8.5,9.3,0.0,9,8.0,8.0
12523030,8.2,8.9,8.9,6.0,8.0,8.9,7.0,6.7,8.8,7.5,7.0,8.8,7.5,7,8.0,7.0
10123345,9.2,7.7,8.7,8.5,6.4,7.5,7.3,8.3,7.2,7.8,8.0,9.0,7.5,7,8.0,6.0
10123030,9.1,8.8,9.3,8.8,7.0,7.9,8.0,8.2,9.0,7.8,8.8,8.7,0.0,6,8.0,7.0
10122202,8.7,9.0,9.5,9.0,8.4,6.3,6.8,7.8,7.2,8.5,8.5,9.5,8.0,9,7.0,7.0
10123351,8.8,7.0,7.4,8.0,9.0,9.1,8.8,7.4,9.3,7.0,7.5,9.1,7.0,8,8.0,8.0
12523052,1.8,1.3,1.5,3.0,5.7,6.8,2.7,0.0,2.0,0.0,1.5,7.5,7.0,5,6.0,6.0
10123210,6.0,0.0,4.5,3.3,6.9,6.1,0.0,0.0,0.0,0.0,5.5,8.9,0.0,7,7.0,8.0
10123119,7.8,7.1,3.4,7.3,6.7,7.4,5.1,6.0,2.1,0.0,6.0,7.7,1.5,7,0.0,6.0
12523017,7.4,5.7,6.2,7.0,6.9,7.4,3.6,2.0,2.1,3.7,5.8,8.8,0.0,8,0.0,6.0
10123330,5.5,6.1,4.4,7.3,7.4,8.2,5.1,5.9,2.1,3.7,5.5,8.4,0.0,9,0.0,8.0
12523025,5.7,7.7,3.2,8.3,7.2,6.0,5.9,2.2,6.1,0.0,5.5,8.9,0.0,7,0.0,0.0
12523033,4.7,5.8,4.7,7.3,6.0,7.2,6.9,7.4,2.1,0.0,6.0,7.8,0.0,5,6.0,0.0
12523088,8.7,6.1,5.5,8.5,7.0,7.3,6.2,2.0,7.2,7.0,6.3,8.5,7.0,8,8.0,8.0
12523014,8.2,6.4,2.7,8.3,7.8,7.4,8.3,5.3,2.0,3.9,7.3,9.0,4.0,9,0.0,8.0
10122104,7.2,8.9,8.3,7.5,2.0,5.4,5.3,5.5,8.3,4.0,7.4,8.3,7.5,8,8.0,5.0
12523006,5.7,6.0,2.9,8.0,5.8,5.3,4.7,6.8,7.4,7.2,6.0,8.8,6.5,6,7.0,6.0
12523044,6.3,6.7,5.9,8.5,7.5,7.3,7.1,6.7,2.2,3.8,5.0,8.5,6.5,8,5.0,8.0
10123354,7.7,7.0,4.5,8.8,7.8,7.9,5.0,5.4,2.2,7.1,6.8,8.6,2.0,7,0.0,0.0
12523034,8.3,8.2,6.4,8.3,6.0,5.7,6.6,7.2,7.6,7.2,7.0,8.7,7.0,6,6.0,5.0
12523059,5.5,7.3,3.9,7.3,5.7,8.1,7.0,5.7,2.1,7.4,5.8,8.8,0.0,7,9.0,7.0
10123069,6.9,8.4,4.0,3.8,7.4,6.1,7.0,6.8,7.3,8.0,6.0,8.6,3.5,8,7.0,6.0
12523062,6.8,9.2,6.5,9.0,7.9,7.8,7.0,7.2,7.1,3.9,7.0,8.6,7.5,8,8.0,7.0
10123236,8.4,8.0,6.2,4.3,6.7,6.6,7.1,6.3,8.0,4.1,8.3,9.2,7.0,7,9.0,6.0
12523083,7.3,5.2,2.7,4.5,8.7,7.5,9.0,7.3,8.7,8.4,5.8,8.8,8.5,6,6.0,7.0
10123264,8.7,8.7,8.8,8.5,8.7,7.2,8.0,8.4,7.7,5.8,5.5,8.4,7.5,9,7.0,8.0
10123172,8.6,6.3,5.0,8.3,7.4,7.5,6.5,6.2,7.9,6.6,6.9,8.8,6.5,7,5.0,7.0
10123024,8.1,7.4,7.7,6.8,6.7,7.4,8.0,5.3,6.9,5.4,6.0,9.2,7.5,8,9.0,6.0
10623148,7.4,7.8,7.8,9.3,7.2,7.6,7.7,6.2,7.6,4.0,6.8,8.6,7.0,7,8.0,7.0
10123122,7.8,7.0,6.0,5.0,6.4,8.9,7.2,2.2,8.3,7.4,6.5,7.6,5.0,8,6.0,6.0
12523064,7.3,5.9,6.6,8.5,7.3,6.9,5.1,5.4,6.9,7.0,7.3,8.6,6.5,9,8.0,8.0
12523011,7.7,6.0,5.8,8.0,6.8,7.0,7.3,5.6,7.6,7.6,5.3,8.8,6.5,7,7.0,8.0
12523035,6.5,5.8,6.4,8.7,6.1,8.4,7.0,5.9,8.5,7.3,5.5,8.6,7.5,7,5.0,6.0
10123001,7.3,7.2,6.9,7.3,6.7,6.9,7.3,6.7,8.6,5.7,8.0,8.7,7.0,8,9.0,8.0
10123056,6.9,8.9,7.7,7.3,7.2,6.9,8.3,6.4,8.3,7.0,6.8,8.2,8.0,9,7.0,7.0
10123147,8.4,9.0,8.4,7.0,7.5,7.0,6.7,6.8,8.3,5.8,7.0,8.5,6.5,7,7.0,6.0
10123139,9.5,8.8,8.4,6.5,6.8,7.0,7.6,5.8,8.3,8.2,6.0,8.3,7.5,7,8.0,7.0
10123066,10.0,8.9,7.9,6.5,6.0,7.2,7.9,6.9,9.0,6.6,6.5,8.7,7.0,8,6.0,8.0
12523020,8.5,7.0,7.0,8.8,7.2,7.0,6.9,5.7,7.0,7.7,5.8,9.0,7.5,6,6.0,9.0
10123216,7.9,6.4,6.9,8.8,6.5,8.1,6.7,6.9,8.6,8.4,5.3,8.6,7.5,7,7.0,8.0
10123257,7.2,8.6,7.2,8.8,6.9,6.9,7.1,5.9,7.4,6.7,5.5,8.7,7.0,6,7.0,8.0
10123101,7.8,9.2,6.5,6.0,8.2,8.1,8.3,7.9,7.7,8.4,7.0,8.6,7.0,7,6.0,8.0
12523022,7.4,8.7,8.1,8.0,8.2,8.0,7.8,8.8,7.5,7.6,6.3,9.0,7.5,6,7.0,7.0
10123105,9.4,8.4,7.4,8.8,7.7,7.2,8.0,7.0,7.8,7.5,7.0,8.7,6.0,7,6.0,8.0
10123160,8.8,7.8,8.9,8.0,6.5,7.1,7.9,6.9,7.6,8.1,6.8,8.5,7.0,7,10.0,8.0
10123167,10.0,10.0,8.2,6.5,7.7,6.4,7.7,7.9,7.0,7.9,6.5,9.3,8.0,7,7.0,6.0
10123294,9.5,8.2,8.1,7.8,9.2,7.1,8.1,6.5,8.0,7.6,5.8,8.6,7.0,8,8.0,9.0
12523010,9.7,7.8,7.7,8.5,9.4,7.9,9.1,8.2,8.3,8.0,6.5,8.9,6.5,9,6.0,8.0
12523003,9.7,8.5,8.7,9.3,7.8,7.7,8.9,7.3,8.2,8.3,7.5,8.9,8.0,8,8.0,7.0
12523055,8.4,7.8,6.3,8.8,8.5,8.6,9.1,6.3,8.3,7.7,7.0,8.9,7.0,6,7.0,8.0
10123028,9.5,9.1,8.7,7.0,7.2,7.3,7.8,8.0,8.5,8.9,7.5,8.9,8.0,8,9.0,8.0
10123053,9.8,9.9,8.3,8.5,8.3,8.1,9.6,8.5,9.0,8.6,7.0,8.6,8.5,8,9.0,8.0
10123084,9.7,10.0,8.8,8.8,8.2,8.2,8.6,8.5,9.2,8.7,6.8,8.6,8.0,8,8.0,7.0
10123196,9.5,9.9,9.9,9.8,7.9,7.9,9.1,8.4,8.4,8.9,7.8,9.0,4.5,6,9.0,7.0
12523037,9.8,9.5,8.9,9.0,8.7,8.5,9.0,7.7,8.1,9.5,7.8,9.0,8.0,9,9.0,9.0
